candidate_id,candidate_name,website,metric_id,metric,raw_score,decision_status,source_ids
P-004,"Щебень гравийный",rdr71.ru,M07,Impurity_Content_Penalty,4,SUPPORTED_FINAL,"SRC-P-004-01"
P-005,"Щебень шлаковый",rdr71.ru,M01,Compressive_Strength_Index,6,SUPPORTED_FINAL,"SRC-P-005-01"
P-005,"Щебень шлаковый",rdr71.ru,M02,Freeze_Thaw_Resistance_Score,6,SUPPORTED_FINAL,"SRC-P-005-01"
P-005,"Щебень шлаковый",rdr71.ru,M03,Water_Absorption_Ratio,6,SUPPORTED_FINAL,"SRC-P-005-01"
P-005,"Щебень шлаковый",rdr71.ru,M04,Particle_Size_Uniformity_Index,6,SUPPORTED_FINAL,"SRC-P-005-01"
P-005,"Щебень шлаковый",rdr71.ru,M05,Delivery_Damage_Risk,4,SUPPORTED_FINAL,"SRC-P-005-01"
P-005,"Щебень шлаковый",rdr71.ru,M06,Setting_Time_Consistency_Score,6,SUPPORTED_FINAL,"SRC-P-005-01"
P-005,"Щебень шлаковый",rdr71.ru,M07,Impurity_Content_Penalty,4,SUPPORTED_FINAL,"SRC-P-005-01"
P-006,"Песок гидронамывной",rdr71.ru,M01,Compressive_Strength_Index,6,SUPPORTED_FINAL,"SRC-P-006-01"
P-006,"Песок гидронамывной",rdr71.ru,M02,Freeze_Thaw_Resistance_Score,6,SUPPORTED_FINAL,"SRC-P-006-01"
P-006,"Песок гидронамывной",rdr71.ru,M03,Water_Absorption_Ratio,6,SUPPORTED_FINAL,"SRC-P-006-01"
P-006,"Песок гидронамывной",rdr71.ru,M04,Particle_Size_Uniformity_Index,6,SUPPORTED_FINAL,"SRC-P-006-01"
P-006,"Песок гидронамывной",rdr71.ru,M05,Delivery_Damage_Risk,4,SUPPORTED_FINAL,"SRC-P-006-01"
P-006,"Песок гидронамывной",rdr71.ru,M06,Setting_Time_Consistency_Score,6,SUPPORTED_FINAL,"SRC-P-006-01"
P-006,"Песок гидронамывной",rdr71.ru,M07,Impurity_Content_Penalty,4,SUPPORTED_FINAL,"SRC-P-006-01"
